Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20150327,20739,2015,8/15/2015 10:23 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",SUPERIOR TERMINAL TANK 15,ONSHORE,UNDERGROUND,CRUDE OIL,,,SUPERIOR,DOUGLAS,WI,46.6869,-92.0645,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.71,,0.71,0,NO,NO,NO,,,0,,,,,,,,,,,,,12046,31,0,810,15250,0,28137
20150329,21171,2015,8/17/2015 1:00 PM,26085,"PLAINS MARKETING, L.P.",SAINT JAMES TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SAINT JAMES,SAINT JAMES,LA,30.00458,-90.85357,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.52,,0.52,0,NO,NO,YES,8/17/2015 13:00,8/17/2015 18:00,0,,,,,,,,,,,,,0,990,0,32150,2822,1145,37107
20150328,20740,2015,8/18/2015 9:45 AM,31454,"NUSTAR LOGISTICS, L.P.",55P PETTUS SOUTH PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,BEE,TX,28.58189,-97.78703,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.21,,0.21,0,NO,NO,NO,,,0,,,,,,,,,,,,,433,8,0,0,0,0,441
20160348,21794,2015,8/19/2015 1:00 PM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE CO.,ONSHORE,UNDERGROUND,CRUDE OIL,,,,WESTON COUNTY,WY,43.788561,-104.4165944,CORROSION,EXTERNAL,0.5,,0.5,0,NO,NO,NO,,,0,,,,,,,,,,,,,300,20,0,200,300,0,820
20150339,21975,2015,8/19/2015 2:00 PM,31454,"NUSTAR LOGISTICS, L.P.",52P THREE RIVERS TO SAN ANTONIO (EAST) PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,SAN ANTONIO,BEXAR,TX,29.441693,-98.369949,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,1025,,79.4,945.6,NO,NO,YES,8/23/2015 10:03,8/24/2015 11:43,0,,,,,,,,,,,,,42780,91847,0,98873,388821,0,622321
20150330,20745,2015,8/19/2015 4:38 PM,31613,ENBRIDGE PIPELINES (EAST TEXAS) L.P.,AVINGER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,LONE STAR,MORRIS,TX,32.907579,-94.715498,NATURAL FORCE DAMAGE,LIGHTNING,0.1,0,0,0.1,YES,NO,YES,8/19/2015 17:07,8/19/2015 20:00,0,,,,,,,,,,,,,8397,1,0,0,0,0,8398
20150332,20747,2015,8/20/2015 4:52 AM,32502,ENBRIDGE PIPELINES (SOUTHERN LIGHTS) L.L.C.,MANHATTAN TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,DILUENT,MANHATTAN,WILL,IL,41.40817,-87.99195,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.24,,0.24,0,NO,NO,YES,8/20/2015 5:18,8/20/2015 8:30,0,,,,,,,,,,,,,1324,0,0,252,0,0,1576
20150323,21098,2015,8/21/2015 6:12 AM,2552,COLONIAL PIPELINE CO,GREENSBORO JUNCTION TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GREENSBORO,GUILFORD,NC,36.07101,-79.93669,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,8.9,,8.9,0,NO,NO,YES,8/21/2015 6:12,8/21/2015 8:30,0,,,,,,,,,,,,,400,750,0,35000,15000,0,51150
20150334,21206,2015,8/21/2015 1:14 PM,32109,"ONEOK NGL PIPELINE, LLC","ONEOK TXL0415C COAHOMA #1 10""",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,MITCHELL,TX,32.285819,-101.168947,CORROSION,EXTERNAL,0.07,0,0,0.07,NO,NO,YES,8/21/2015 13:20,8/23/2015 11:35,0,,,,,,,,,,,,,55000,3,0,0,0,0,55003
20150335,20926,2015,8/21/2015 5:00 PM,18718,SUNOCO PIPELINE L.P.,"NOME TO DANIEL'S JCT. 4""",ONSHORE,UNDERGROUND,CRUDE OIL,,,NOME,JEFFERSON,TX,30.08493,-94.44736,CORROSION,INTERNAL,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,14000,0,0,8000,0,0,22000
20150322,21037,2015,8/24/2015 9:30 AM,32147,MARATHON PIPE LINE LLC,MARTINSVILLE STATION (NORTH PRODUCTS STATION),ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,MARTINSVILLE,CLARK,IL,39.32604,-87.89748,ALL OTHER CAUSES,MISCELLANEOUS,0.1,,0,0.1,YES,NO,NO,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
20150302,21464,2015,8/24/2015 3:15 PM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,TRANSITION AREA,CRUDE OIL,,,NEWCASTLE,WY,WY,43.635,-104.31806,CORROSION,INTERNAL,2,,1,1,NO,NO,NO,,,0,,,,,,,,,,,,,0,40,0,390,0,720,1150
20160350,21796,2015,8/25/2015 5:00 AM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,TANK,CRUDE OIL,,,,WESTON,WY,43.788581,-104.4167833,CORROSION,EXTERNAL,1,,0.5,0.5,NO,NO,NO,,,0,,,,,,,,,,,,,300,20,0,200,300,0,820
20150331,20746,2015,8/25/2015 10:15 AM,10250,KIANTONE PIPELINE CORP,WEST SENECA TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,WEST SENECA,ERIE,NY,42.849051,-78.77696,NATURAL FORCE DAMAGE,TEMPERATURE,0.7,,0.7,0,NO,NO,YES,8/25/2015 12:23,8/26/2015 20:50,0,,,,,,,,,,,,,10000,30,0,16400,16000,0,42430
20150341,21018,2015,8/25/2015 10:35 AM,31672,"CHAPARRAL ENERGY, LLC",COFFEYVILLE CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,,,OSAGE,OK,36.800991,-96.642259,CORROSION,EXTERNAL,28,1033,0,28,NO,NO,NO,,,0,,,,,,,,,,,,,10000,65,0,0,0,0,10065
20150337,20756,2015,8/25/2015 11:00 AM,32688,WEST COAST TERMINAL PIPELINE  (WCTP),WILLBRIDGE TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PORTLAND,MULTNOMAH,OR,45.56545,-122.743195,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.74,,0.74,0,NO,NO,NO,,,0,,,,,,,,,,,,,300,42,0,6000,2000,0,8342
20150343,21948,2015,8/25/2015 1:00 PM,32109,"ONEOK NGL PIPELINE, LLC",ONEOK WEST WINFREE STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,MT. BELVIEU,CHAMBERS,TX,29.845934,-94.908022,INCORRECT OPERATION,INCORRECT INSTALLATION,26,0,0,26,NO,NO,YES,8/25/2015 13:06,8/25/2015 14:19,0,,,,,,,,,,,,,100,215,0,500,0,0,815
20150336,21056,2015,8/27/2015 5:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,HSC,ONSHORE,UNDERGROUND,CRUDE OIL,,,HOUSTON,HARRIS,TX,29.747453,-95.127678,CORROSION,INTERNAL,5,,3.5,1.5,NO,NO,YES,8/27/2015 17:30,9/5/2015 21:35,0,,,,,,,,,,,,,363545,1600,0,0,0,0,365145
20150345,21166,2015,8/28/2015 9:47 AM,300,"PLAINS PIPELINE, L.P.",NEW MCKEE JUNCTION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,EUNICE,LEA,NM,32.54213,-103.17194,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,40,,40,0,NO,NO,YES,8/28/2015 10:33,8/28/2015 14:57,0,,,,,,,,,,,,,46900,250,0,2000,0,0,49150
20150333,20749,2015,8/28/2015 3:05 PM,39080,ROSE ROCK MIDSTREAM L.P.,GMPL CUSHING,ONSHORE,UNDERGROUND,CRUDE OIL,,,,LINCOLN,OK,35.93784934,-96.71795726,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,20,,20,0,NO,NO,YES,8/28/2015 15:05,8/28/2015 21:00,0,,,,,,,,,,,,,0,0,0,1500,0,0,1500
20150349,20783,2015,8/31/2015 7:45 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",GALENA PARK LIQUID TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GALENA PARK,HARRIS,TX,29.72979,-95.22212,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.47,,0.12,0.35,NO,NO,YES,8/31/2015 7:45,8/31/2015 11:30,0,,,,,,,,,,,,,2000,40,0,5327,0,0,7367
20150348,20782,2015,8/31/2015 8:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,RINGLING TO MP 24,ONSHORE,ABOVEGROUND,CRUDE OIL,,,YUSSY,CARTER,OK,34.5401306,-97.5401306,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,30,,30,0,NO,NO,NO,,,0,,,,,,,,,,,,,50000,1350,0,5000,55000,56350,167700
20150351,20793,2015,9/1/2015 6:35 AM,18718,SUNOCO PIPELINE L.P.,CORSICANA STATION TANK,ONSHORE,UNDERGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,32.0711,-96.47409,CORROSION,INTERNAL,1,,0,1,NO,NO,NO,,,0,,,,,,,,,,,,,1000,45,0,3000,1000,0,5045
20150340,21617,2015,9/1/2015 8:45 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK STATION,ONSHORE,TANK,CRUDE OIL,,,JONES CREEK,BRAZORIA,TX,28.950662,-95.431357,NATURAL FORCE DAMAGE,LIGHTNING,0.01,,0.01,0,YES,NO,YES,9/1/2015 8:45,7/21/2016 17:00,0,,,,,,,,,,,,,250000,450,0,278708,0,0,529158
20150315,21815,2015,9/1/2015 2:30 PM,30782,HARVEST PIPELINE COMPANY,PEARSALL OIL PL / CHILIPTIN STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,MATHIS,SAN PATRICIO,TX,28.059821,-97.687843,CORROSION,INTERNAL,15,,15,0,NO,NO,YES,9/1/2015 14:00,9/1/2015 19:30,0,,,,,,,,,,,,,45000,600,0,1000,150000,0,196600
20150350,20787,2015,9/2/2015 8:06 AM,2552,COLONIAL PIPELINE CO,ABERDEEN JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,FOREST HILL,HARFORD,MD,39.587875,-76.412452,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.48,,0.48,0,NO,NO,YES,9/2/2015 8:09,9/2/2015 20:19,0,,,,,,,,,,,,,250,20,0,0,3500,0,3770
20150342,21003,2015,9/2/2015 8:39 AM,32147,MARATHON PIPE LINE LLC,WEST POINT STATION ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LISBON,COLUMBIANA ,OH,40.708665,-80.693831,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.2,,0.2,0,NO,NO,YES,9/2/2015 8:41,9/2/2015 15:21,0,,,,,,,,,,,,,100,13,0,3000,0,0,3113
20150346,20774,2015,9/2/2015 9:04 AM,38894,"THUNDER BASIN PIPELINE, LLC",LEBAR JCT.,ONSHORE,ABOVEGROUND,CRUDE OIL,,,DOUGLAS,CONVERSE,WY,42.917984,-105.240693,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,3,,3,0,NO,NO,YES,9/2/2015 9:06,9/2/2015 10:53,0,,,,,,,,,,,,,85,100,5000,30000,10000,0,45185
20150352,21666,2015,9/2/2015 12:50 PM,1845,"BUCKEYE PARTNERS, LP",AGNEW STREET JUNCTION TO ATI TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,SPRINGFIELD,HAMPDEN,MA,42.116313,-72.580633,CORROSION,EXTERNAL,8.3,,8.3,0,NO,NO,NO,,,0,,,,,,,,,,,,,42500,1000,35000,32000,5000,0,115500
20150353,21028,2015,9/3/2015 1:30 PM,18718,SUNOCO PIPELINE L.P.,MARINER SOUTH,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,BEAUMONT,JEFFERSON,TX,30.015334,-94.221792,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0.1,0,0,0.1,NO,NO,YES,9/3/2015 13:35,9/5/2015 0:30,0,,,,,,,,,,,,,65000,1,0,85000,0,0,150001
20150338,20759,2015,9/5/2015 3:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,HSC,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOUSTON,HARRIS,TX,29.74789,-95.129407,CORROSION,INTERNAL,1,,1,0,NO,NO,YES,9/5/2015 3:00,9/5/2015 5:00,0,,,,,,,,,,,,,2500,45,0,0,0,0,2545
20150347,21127,2015,9/8/2015 12:00 PM,32147,MARATHON PIPE LINE LLC,LEBANON STATION ,ONSHORE,TANK,CRUDE OIL,,,LEBANON ,BOONE ,IN,40.041721,-86.409248,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,6,,6,0,NO,NO,YES,9/8/2015 12:00,9/17/2015 11:57,0,,,,,,,,,,,,,15700,250,0,7000,0,0,22950
20150355,21306,2015,9/8/2015 4:06 PM,15156,SINCLAIR TRANSPORTATION COMPANY,MID-CONTINENT PIPELINE,ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,,MACON,MO,40.010475,-92.567084,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,5,,5,0,NO,NO,YES,9/8/2015 16:06,9/10/2015 10:39,0,,,,,,,,,,,,,1500,378,0,2500,97190,2202,103770
20150356,21124,2015,9/9/2015 9:00 AM,32147,MARATHON PIPE LINE LLC,GALVESTON BAY REFINERY - CHOCOLATE BAYOU 8 INCH,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,HITCHCOCK,GALVESTON,TX,23.336784,-94.95822,INCORRECT OPERATION,INCORRECT VALVE POSITION,75,1338,0,75,NO,NO,YES,9/9/2015 10:33,9/11/2015 20:06,0,,,,,,,,,,,,,100,1200,0,70925,0,0,72225
20150358,20810,2015,9/9/2015 11:39 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,29.72536,-95.20334,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,200,,180,20,NO,NO,YES,9/9/2015 23:39,9/11/2015 20:30,0,,,,,,,,,,,,,100000,22000,0,173000,170000,80000,545000
20150361,21565,2015,9/10/2015 12:27 AM,39085,RIMROCK MIDSTREAM,FLINT HILLS PIPELINE SYSTEM,ONSHORE,TANK,CRUDE OIL,,,,GREENWOOD,KS,37.80348,-96.5137,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,100,,97,3,NO,NO,NO,,,0,,,,,,,,,,,,,500,135,0,26399,8000,302,35336
20150360,21396,2015,9/11/2015 8:10 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ALBANY JCT.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CORDOVA,ROCK ISLAND,IL,41.69229,-90.31106,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,2.39,,0.13,2.26,NO,NO,NO,,,0,,,,,,,,,,,,,1000,200,2500,40000,48923,0,92623
20150359,20813,2015,9/11/2015 9:15 AM,300,"PLAINS PIPELINE, L.P.",MIDLAND (IRAAN) TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,32.0126,-102.02798,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2,,2,0,NO,NO,YES,9/11/2015 9:15,9/14/2015 13:00,0,,,,,,,,,,,,,6900,100,0,1600,0,0,8600
20150357,21411,2015,9/13/2015 6:23 PM,32147,MARATHON PIPE LINE LLC,SAMARIA STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TEMPERANCE,MONROE,MI,41.805792,-83.600044,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,22,,22,0,NO,NO,YES,9/13/2015 18:25,9/14/2015 14:30,0,,,,,,,,,,,,,5600,700,0,268400,0,0,274700
20150344,20881,2015,9/15/2015 3:35 AM,30782,HARVEST PIPELINE COMPANY,GARDENDALE OIL PL / CHILIPTIN,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MATHIS,SAN PATRICIO,TX,28.059862,-97.687872,ALL OTHER CAUSES,MISCELLANEOUS,150,,35,115,NO,NO,YES,9/15/2015 3:48,9/15/2015 19:00,0,,,,,,,,,,,,,5000,4500,0,2000,0,0,11500
20150363,21317,2015,9/15/2015 12:30 PM,38933,TESORO LOGISTICS OPERATIONS LLC - SOUTHERN CALIFORNIA,LONG BEACH TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,VACUUM GAS OIL,LONG BEACH,LOS ANGELES COUNTY,CA,33.771038,-118.225012,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,70,,70,0,NO,NO,NO,,,0,,,,,,,,,,,,,6000,3500,0,6000,0,0,15500
20150364,21783,2015,9/16/2015 9:34 PM,31174,"SHELL PIPELINE CO., L.P.",NORTH 20 - COALINGA TO AVON,ONSHORE,UNDERGROUND,CRUDE OIL,,,TRACY,SAN JOAQUIN,CA,37.72575,-121.55485,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,900,0,800,100,NO,NO,YES,9/16/2015 21:36,9/21/2015 19:45,0,,,,,,,,,,,,,300000,0,0,900000,0,0,1200000
20150390,20875,2015,9/17/2015 1:00 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,29.72536,-95.20334,CORROSION,EXTERNAL,0.01,,0.01,0,NO,NO,NO,,,0,,,,,,,,,,,,,125000,0,0,5000,0,0,130000
20150362,20818,2015,9/19/2015 7:40 AM,2552,COLONIAL PIPELINE CO,GAFFNEY STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GAFFNEY,CHEROKEE,SC,35.01673757,-81.68385896,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.21,,0.12,0.09,NO,NO,YES,9/19/2015 7:40,9/19/2015 18:00,0,,,,,,,,,,,,,1000,30,0,5000,0,0,6030
20150365,20823,2015,9/19/2015 7:45 PM,31580,"MAGELLAN TERMINALS HOLDINGS, LP",GALENA PARK TERMINAL ,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,GALENA PARK,HARRIS,TX,29.74863,-95.20251,CORROSION,INTERNAL,13.21,,13.21,0,NO,NO,NO,,,0,,,,,,,,,,,,,3000,500,0,9500,0,40000,53000
20150388,21256,2015,9/21/2015 8:52 AM,32103,CRIMSON PIPELINE L.P.,"VENTURA 10"" CRUDE PIPELINE",ONSHORE,UNDERGROUND,CRUDE OIL,,,CAMARILLO,VENTURA,CA,34.238914,-118.96542,CORROSION,EXTERNAL,24,,23.4,0.6,NO,NO,YES,9/21/2015 8:54,9/25/2015 17:45,0,,,,,,,,,,,,,20000,675,2000,15000,4000,0,41675
20150366,21190,2015,9/21/2015 11:10 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,HUNT STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ANDREWS,ANDREWS,TX,32.47696,-102.633799,ALL OTHER CAUSES,UNKNOWN,0.1,,0.1,0,YES,NO,YES,9/21/2015 11:10,10/26/2015 8:00,0,,,,,,,,,,,,,60497,0,0,250,0,0,60747
20150367,21100,2015,9/21/2015 8:53 PM,2552,COLONIAL PIPELINE CO,LINE 04/LOC 0904,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CENTREVILLE,FAIRFAX,VA,38.82684,-77.435574,ALL OTHER CAUSES,UNKNOWN,95.24,,55.57,39.67,NO,NO,YES,9/21/2015 21:00,9/25/2015 16:43,0,,,,,,,,,,,,,1633000,4600,0,9500000,2400000,1105000,14642600
20150370,21607,2015,9/22/2015 3:30 PM,31189,BP PIPELINE (NORTH AMERICA) INC.,KOSCIUSKO BLOCK VALVE SITE MP 9.38,ONSHORE,UNDERGROUND,CRUDE OIL,,,EAST CHICAGO,LAKE,IN,41.619586,-87.490022,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,5.74,,5.74,0,NO,NO,YES,9/22/2015 15:49,9/23/2015 17:20,0,,,,,,,,,,,,,550000,270,0,60000,156000,0,766270
20150368,20832,2015,9/22/2015 5:10 PM,18718,SUNOCO PIPELINE L.P.,EASTLAND STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,RANGER,EASTLAND,TX,32.49804,-98.63654,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2,,0,2,NO,NO,NO,,,0,,,,,,,,,,,,,1000,85,0,2000,500,0,3585
20150373,21667,2015,9/23/2015 2:00 PM,1845,"BUCKEYE PARTNERS, LP",AGNEW STREET JUNCTION TO ATI TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,SPRINGFIELD,HAMPDEN,MA,42.115822,-72.580744,CORROSION,EXTERNAL,2.9,,2.9,0,NO,NO,NO,,,0,,,,,,,,,,,,,150000,12000,6000,120000,140443,0,428443
20150374,20842,2015,9/24/2015 4:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,TANK 2690,ONSHORE,TANK,CRUDE OIL,,,,WICHITA,TX,34.0599,-98.568937,ALL OTHER CAUSES,MISCELLANEOUS,5,,5,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,250,0,5000,5000,0,10250
20150375,21167,2015,9/24/2015 9:45 AM,300,"PLAINS PIPELINE, L.P.",CRANE EAST,ONSHORE,UNDERGROUND,CRUDE OIL,,,CRANE,CRANE,TX,31.42565,-102.32753,CORROSION,INTERNAL,3,,3,0,NO,NO,YES,9/24/2015 9:50,9/24/2015 13:30,0,,,,,,,,,,,,,28000,150,0,1100,0,0,29250
20150371,20837,2015,9/24/2015 12:45 PM,32109,"ONEOK NGL PIPELINE, LLC","TXL0365C #1-10"" CR 349 TO EASTLAND PIPELINE",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,TAYLOR,TX,32.43048,-100.05672,CORROSION,EXTERNAL,6,0,0,6,NO,NO,YES,9/24/2015 11:09,9/27/2015 10:00,0,,,,,,,,,,,,,44975,155,0,250,88909,0,134289
20150369,20997,2015,9/25/2015 11:30 PM,2552,COLONIAL PIPELINE CO,HOUSTON STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,29.71897,-95.1793,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,38.7,,38.5,0.2,NO,NO,YES,9/25/2015 23:31,9/26/2015 1:38,0,,,,,,,,,,,,,500,5500,0,45000,249000,0,300000
20150378,20851,2015,9/26/2015 9:00 AM,300,"PLAINS PIPELINE, L.P.",MCCAMEY,ONSHORE,UNDERGROUND,CRUDE OIL,,,MCCAMEY,UPTON,TX,31.13735,-102.19177,CORROSION,INTERNAL,5,,5,0,NO,NO,YES,9/26/2015 10:00,9/28/2015 1:30,0,,,,,,,,,,,,,34199,250,0,8900,0,0,43349
20150396,20889,2015,9/26/2015 1:15 PM,31174,"SHELL PIPELINE CO., L.P.",,OFFSHORE,,CRUDE OIL,,,,,,27.9469444,-90.9969444,CORROSION,EXTERNAL,0.39,,0,0.39,NO,NO,NO,,,0,,,,,,,,,,,,,1000,20,0,0,0,0,1020
